"","X","respondent_id","collector_id","start_date","end_date","prolific_id","allocated_wild_300","allocated_uk_300","allocated_develop_300","treatment","letter","sympath_1","sympath_2","donation","donation_explain","allocation_100","behavioural_1","behavioural_2","behavioural_3","behavioural_4","behavioural_5","sufficiency_1","sufficiency_2","sufficiency_3","social_norm_1","social_norm_2","social_norm_donation","efficacy","ego_1","ego_2","finance_secure_1","finance_secure_2","finance_secure_3","finance_secure_4","experience_1","experience_2","experience_3","climate_change_1","climate_change_2","climate_change_3","flood_1","flood_2","flood_3","connect_1","connect_2","connect_3","connect_4","connect_5","connect_6","gender","age","ethnicity","other_ethn","education","postcode","MD_index","nudge","message_framing"
"950",964,11527182222,257594245,"04/22/2020 01:46:02 PM","04/22/2020 01:55:01 PM","5a9d6bc3b5e2110001c6de60",0,0.5,0.5,"es-local_nudge","D",5,11,0,"I feel it is governments who should be dealing most with the issues that affect the environment",0,13,0,0,20,0,10,"I already know that governments could put more pressure on industry to save the environment but they choose not to","none",14,14,5,0,5,6,16,20,0,18,15,20,16,7,8,2,0,0,0,1,5,3,7,6,3,"Female",59.5,"White or Caucasian","0","Undergraduate degree","CO6 3DA",10,"present","es-local"
"951",965,11527181909,257594245,"04/22/2020 01:45:58 PM","04/22/2020 01:59:56 PM","5dbf51a56c503e3f0331b522",0.333333333333333,0.5,0.166666666666667,"biodiversity","A",14,20,10,"I’d like to help the animals but we don’t have a lot of spare money at the moment.",0.5,15,9,8,16,4,14,"None","Maybe some statistics ",18,13,10,11,4,0,5,17,1,17,12,15,12,3,5,5,0,0,0,6,6,5,5,6,6,"Female",29.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","TN32 5QQ",6,"absent","biodiversity"
"952",966,11527181903,257594245,"04/22/2020 01:46:26 PM","04/22/2020 01:57:17 PM","59a325d98d2b1600011b3f96",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",20,19,5,"It is a very good cause and well explained ",0.5,14,10,0,15,10,16,"None","Who would be working in the situation",18,17,5,15,5,5,14,17,0,20,0,19,19,5,6,3,0,0,0,5,6,4,7,6,7,"Female",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","NR7 0BA",8,"present","es-global"
"953",967,11527181793,257594245,"04/22/2020 01:46:19 PM","04/22/2020 01:54:43 PM","5c895d1331e0cd0001f88eab",0.833333333333333,0.166666666666667,0,"es-local_nudge","D",15,16,30,"That's a good amount for donation.  It is important to to support this type of campaign nowadays with what's going on.  I also think as important as this is, there are also many other wildlife to preserve in the world such as Australia.",0.5,12,13,13,11,7,8,"none","none",16,14,20,13,7,19,4,7,2,6,3,14,13,6,8,12,0,0,0,6,5,7,5,5,6,"Female",29.5,"White or Caucasian","0","None of the above","EC1V 7DT",3,"present","es-local"
"954",968,11527181631,257594245,"04/22/2020 01:46:32 PM","04/22/2020 01:50:23 PM","5c7904eb3bc6a5000192328e",0.583333333333333,0.416666666666667,0,"biodiversity","A",20,20,10,"It’s a good cause ",1,18,6,13,18,15,7,"Yes. I know about this issue","No, people should go read if they want to",8,7,2,7,6,15,14,17,14,16,3,16,15,1,0,0,2,0,0,6,5,7,7,7,7,"Female",29.5,"White or Caucasian","0","Higher degree","L20 7EF",1,"absent","biodiversity"
"955",969,11527181502,257594245,"04/22/2020 01:46:13 PM","04/22/2020 01:53:33 PM","5dadad26b229bf00169cb552",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",15,20,10,"I donated as I’d want to support  but not a lot as I don’t have a lot of disposable income ",1,13,7,10,13,11,10,"None","what The money is directly going to ",12,11,5,11,10,5,8,12,5,11,16,17,14,6,8,7,1,0,0,3,2,2,2,2,4,"Female",21,"White or Caucasian","0","A-level or equivalent including vocational equivalents","MK41 7GF",7,"absent","es-global"
"956",970,11527181496,257594245,"04/22/2020 01:46:13 PM","04/22/2020 01:58:53 PM","5e7faaaa37e7246923b234f8",0.333333333333333,0.166666666666667,0.5,"es-local","C",16,19,50,"I donated since I believe the cause is worthy, it has good intentions. And it made me feel sad so I wanted to donate. ",0.4,14,10,16,10,14,11,"I did use my own knowledge on the rainforest, deforestation, loss of habitats, benefits of cutting down trees and evnriomental issues. ","None ",16,12,50,13,6,2,12,12,9,13,14,18,12,3,5,0,1,0,0,1,5,3,6,3,6,"Female",21,"Asian or Asian British","0","A-level or equivalent including vocational equivalents","PA351HL",6,"absent","es-local"
"957",971,11527181495,257594245,"04/22/2020 01:43:33 PM","04/22/2020 01:59:30 PM","5d5ef53ea55e6a0016d2cae4",0.333333333333333,0.4,0.266666666666667,"biodiversity_nudge","B",3,13,0,"I dont have enough money to donate and i also think there are more worthy causes",0,13,0,7,20,1,10,"none","none",18,8,0,0,20,20,20,20,18,20,0,20,7,12,14,10,0,0,0,1,6,6,5,4,2,"Female",59.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","LE67 5EG",7,"present","biodiversity"
"958",972,11527181298,257594245,"04/22/2020 01:45:57 PM","04/22/2020 01:57:21 PM","5e7e449327edc509373dd328",0.166666666666667,0.666666666666667,0.166666666666667,"es-local_nudge","D",13,14,0,"UK needs money first",0.05,20,13,3,11,2,10,"None","None",16,11,5,4,1,16,14,11,3,5,4,4,11,5,5,1,1,0,0,2,2,6,6,6,6,"Female",29.5,"White or Caucasian","0","Undergraduate degree","LD38DP ",6,"present","es-local"
"959",973,11527181117,257594245,"04/22/2020 01:46:15 PM","04/22/2020 02:04:01 PM","5c521644e8fee700012f4206",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity_nudge","B",20,20,100,"I think its very important to help restore habitats and stop animals from becoming extinct.",1,20,15,13,15,13,13,"none","none",20,14,10,20,0,6,15,14,11,16,1,16,15,0,3,0,0,0,0,3,3,6,5,4,6,"Female",21,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","TA1 2FA",1,"present","biodiversity"
"960",974,11527180745,257594245,"04/22/2020 01:45:43 PM","04/22/2020 01:54:58 PM","5e91c5ad04391d4fa8cd552d",0.666666666666667,0.166666666666667,0.166666666666667,"biodiversity","A",16,18,50,"It seems as an important cause for the whole world and ecosystem",0.5,20,12,15,19,8,12,"Yes, the information on climate change and the information on illegal logging in the Amazon","How protected the forest is now, who is looking after it, what are the impact on the people in the area. ",10,8,20,15,3,13,9,16,0,8,0,11,18,0,0,0,0,0,0,2,6,2,6,6,6,"Female",39.5,"White or Caucasian","0","Higher degree","SE26 5DN",6,"absent","biodiversity"
"961",975,11527180598,257594245,"04/22/2020 01:44:54 PM","04/22/2020 01:52:23 PM","58ce8ad7444ade000102461d",0.666666666666667,0.333333333333333,0,"es-global","E",16,14,20,"Goes to animals and also impacts uk",0.8,16,12,10,13,9,15,"None","If the money would fully go to the campaign rather  than part of it be used to pay salaries ",16,15,20,13,6,11,13,13,13,19,7,9,5,8,9,7,2,0,0,3,4,6,6,6,6,"Female",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NR32 4WA",5,"absent","es-global"
"962",976,11527180238,257594245,"04/22/2020 01:45:43 PM","04/22/2020 02:10:14 PM","5e76ece4d5af782635a78e77",0.833333333333333,0,0.166666666666667,"es-local","C",20,20,100,"It is a very worth cause",0.3,20,20,20,20,15,17,"none","You should tell people how it benefits the whole world - people would be more likely to donate if they also thought it benefitted them as well e.g. reducing global warming etc",14,14,10,16,1,0,13,8,9,6,0,15,15,0,0,0,0,0,0,7,5,2,5,5,6,"Female",29.5,"White or Caucasian","0","Higher degree","RM13 9LL",7,"absent","es-local"
"963",977,11527179974,257594245,"04/22/2020 01:45:14 PM","04/22/2020 02:08:50 PM","5d6c41bdd85921001b64b0fc",0,1,0,"es-global","E",10,13,0,"as they let the managed logging happen its self infliciting. ",0,10,10,0,10,0,19,"none","none",10,10,5,4,10,11,3,12,5,10,0,13,12,10,11,8,0,0,0,2,3,1,1,1,1,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","CO2 7TQ",5,"absent","es-global"
"964",978,11527179911,257594245,"04/22/2020 01:45:15 PM","04/22/2020 01:58:20 PM","59ae95582ae7f20001120d9a",0.666666666666667,0.333333333333333,0,"es-local","C",19,20,0,"I am prioritising myself and family at this time.",0.3,6,6,1,6,0,8,"De-forestation increases carbon dioxide levels.","How much impact my donation would have.",20,10,2,8,8,20,15,18,11,13,15,15,14,11,8,9,0,0,0,5,3,3,6,4,4,"Male",29.5,"White or Caucasian","0","Higher degree","YO8 8JD",6,"absent","es-local"
"965",979,11527179907,257594245,"04/22/2020 01:45:21 PM","04/22/2020 01:52:32 PM","5e8cb7e1575b3205dc615b84",0.416666666666667,0.416666666666667,0.166666666666667,"biodiversity","A",20,20,0,"Because I don't trust that charities will use my money correctly and I would rather help in person than give money",1,15,11,15,20,20,7,"Knowledge about rainforest logging","The name of the national park, possibly the name of the organisation, ways to help ",20,20,20,14,9,20,14,7,7,8,12,18,8,7,12,0,0,0,0,6,7,6,5,5,5,"Female",21,"White or Caucasian","0","A-level or equivalent including vocational equivalents","KT58HT",9,"absent","biodiversity"
"966",980,11527179717,257594245,"04/22/2020 01:45:36 PM","04/22/2020 01:55:45 PM","5e3b41c232667b35c717bdda",0.25,0.5,0.25,"es-local_nudge","D",12,20,10,"I would want to donate at least something, but I can't afford to donate a lot.",0.5,18,12,16,13,12,14,"I also drew on my knowledge of how the rainforests help the planet to 'breath'. If the rainforests are cut down then this would contribute negatively to climate change.","None.",20,13,10,14,2,4,0,12,1,14,0,20,15,5,4,2,1,0,0,6,6,6,5,6,6,"Male",29.5,"White or Caucasian","0","Undergraduate degree","CF32 7BP",3,"present","es-local"
"967",981,11527179115,257594245,"04/22/2020 01:45:11 PM","04/22/2020 01:56:37 PM","5e91b5bbef3ad50009e5e943",0.433333333333333,0.283333333333333,0.283333333333333,"es-global_nudge","F",14,20,5,"I would prefer donating to a cause which helps animals and their habitats. ",0.05,20,10,0,14,13,8,"none","There is enough information there for an advert but I think adverts generally can't be effective and give us all the information. I would want to personally look in to the cause further",11,10,1,10,6,12,4,7,0,9,20,20,20,3,4,5,0,0,0,3,5,4,5,7,7,"Male",29.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","LE3 0DJ",4,"present","es-global"
"968",982,11527178910,257594245,"04/22/2020 01:45:12 PM","04/22/2020 01:52:23 PM","5e7b9702a9a5100830f15aa3",0.166666666666667,0.666666666666667,0.166666666666667,"biodiversity_nudge","B",12,16,5,"It's a worthwhile cause. ",0,12,6,12,14,4,14,"Prior campaigns of this nature. ","None. ",12,10,5,8,2,6,4,8,6,12,16,16,14,0,0,2,0,0,0,5,6,3,7,6,2,"Male",21,"White or Caucasian","0","Undergraduate degree","PL9 8NL",9,"present","biodiversity"
"969",983,11527178808,257594245,"04/22/2020 01:45:27 PM","04/22/2020 01:50:16 PM","5c6d4288f0f60000017bfa8f",0.166666666666667,0.333333333333333,0.5,"biodiversity_nudge","B",15,17,10,"Preservation ",0.2,20,8,11,12,14,6,"Yes, knowledge of wildfires deforestation and the impact on global warming and the worlds o2 levels","None",14,12,5,11,2,7,17,8,4,12,8,17,12,4,1,0,0,0,0,3,2,1,6,3,1,"Female",29.5,"White or Caucasian","0","Undergraduate degree","BT448TL",6,"present","biodiversity"
"970",984,11527178508,257594245,"04/22/2020 01:37:05 PM","04/22/2020 01:57:03 PM","5e4fe34cf1024f000d388d22",0.666666666666667,0.166666666666667,0.166666666666667,"es-local_nudge","D",20,20,5,"Because deforestation is a huge issue and more rainforest is needed",0.8,15,10,10,18,2,18,"Yes. Knowledge about the effects of legal and illegal deforestation and it's effects on our planet + how it's contributing to the extinction of many species.","none",20,2,5,5,2,18,19,20,12,20,20,20,13,0,2,0,0,0,0,7,6,7,7,7,5,"Female",29.5,"White or Caucasian","0","Higher degree","CB2 9EH",7,"present","es-local"
"971",985,11527178480,257594245,"04/22/2020 01:45:21 PM","04/22/2020 01:53:01 PM","5ca7742d07a91200164ba1bc",0.333333333333333,0.333333333333333,0.333333333333333,"es-local","C",17,20,10,"I would donate as I support keeping the forests alive for future wildlife and future generations in order to keep the planet functioning",0.3,20,16,16,8,15,11,"I used my existing knowledge of deforestation and endangerment of animals to fill in the blanks about this campaign, which along with the information provided helped me to decide to support it.","how much money they are hoping to raise",18,14,10,15,3,1,2,6,0,4,0,17,18,0,0,0,1,0,0,1,5,5,5,7,5,"Female",21,"White or Caucasian","0","A-level or equivalent including vocational equivalents","SN6 7NP",8,"absent","es-local"
"972",986,11527178361,257594245,"04/22/2020 01:45:11 PM","04/22/2020 01:52:30 PM","5c61288cd697e7000107b9b4",0.0666666666666667,0.666666666666667,0.266666666666667,"es-global","E",12,15,10,"It will help protect our planet for future generations",0.25,10,3,5,10,1,14,"none","none",7,2,10,10,7,14,16,16,6,20,1,16,15,6,7,6,0,0,0,3,4,3,6,2,4,"Female",69.5,"White or Caucasian","0","Undergraduate degree","NE16 6NJ",9,"absent","es-global"
"973",987,11527178148,257594245,"04/22/2020 01:45:10 PM","04/22/2020 01:51:10 PM","5da9bb00ef4ab500179c645f",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity","A",10,17,50,"animals are important",0.5,3,3,11,15,18,8,"none","none",18,13,10,11,6,13,3,5,3,4,6,14,15,10,10,9,1,1,1,2,6,2,6,2,2,"Female",21,"White or Caucasian","0","A-level or equivalent including vocational equivalents","RG7 1WQ",9,"absent","biodiversity"
"974",988,11527178038,257594245,"04/22/2020 01:45:09 PM","04/22/2020 01:54:53 PM","5ded02076e09cf3c68055c07",0.5,0.5,0,"es-local","C",15,17,50,"I feel somewhat strongly about the wildlife and their environment ",0.5,12,5,10,10,15,12,"None","Who is ‘we’ and what will actually happen in the campaign ",10,8,50,12,5,10,8,20,10,20,0,16,10,6,10,5,0,0,0,6,6,4,5,4,4,"Female",39.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","WS3 1JJ",1,"absent","es-local"
"975",989,11527178031,257594245,"04/22/2020 01:44:40 PM","04/22/2020 01:51:12 PM","5cdbd587763dd00019702450",0.5,0,0.5,"biodiversity","A",16,15,0,"Right now I’m not in a financial position to make a contribution.",1,19,15,1,20,13,15,"None","None",20,15,20,10,1,6,0,10,1,10,15,15,16,0,0,0,0,0,0,6,5,5,6,6,6,"Male",29.5,"White or Caucasian","0","Undergraduate degree","BN2 3EG",6,"absent","biodiversity"
"976",990,11527177874,257594245,"04/22/2020 01:37:29 PM","04/22/2020 01:54:54 PM","5c55dfdcb419770001c0e8eb",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",19,19,20,"Worthwhile cause",0.3,20,16,18,20,12,14,"Studied rainforests at uni","Info re the people in the local area and effects on them ",10,7,0,14,8,6,19,19,4,19,10,16,17,0,1,0,0,0,0,5,5,6,7,5,5,"Female",69.5,"White or Caucasian","0","Undergraduate degree","DL3 9AQ",10,"present","es-global"
"977",991,11527177821,257594245,"04/22/2020 01:45:14 PM","04/22/2020 01:51:14 PM","5d7591046cb89d0019fc03c1",0.5,0.333333333333333,0.166666666666667,"biodiversity_nudge","B",13,16,0,"I save money",1,16,6,2,1,8,6,"did not use pre-existing knowledge","where, what it looks like  ",15,12,5,7,11,12,8,16,13,8,11,20,12,8,5,4,4,0,0,6,3,3,5,3,3,"Male",21,"Asian or Asian British","0","A-level or equivalent including vocational equivalents","SL00QL",8,"present","biodiversity"
"978",992,11527177605,257594245,"04/22/2020 01:44:55 PM","04/22/2020 01:51:17 PM","5d503c3ca56f2a0017b976fc",0.5,0.5,0,"biodiversity_nudge","B",0,20,0,"Donating supplies and arranging for the works to be carried out directly is a better use of resources.",0,16,13,0,9,0,0,"General knowledge of how such campaigns work.","none",18,18,10,6,18,9,5,6,3,6,18,20,15,0,0,0,0,0,0,5,7,4,7,5,6,"Male",29.5,"White or Caucasian","0","Higher degree","DE7 3TD",10,"present","biodiversity"
"979",993,11527177547,257594245,"04/22/2020 01:44:23 PM","04/22/2020 01:52:42 PM","59bfdc4cc458e800017b537c",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",20,20,10,"It is a cause I feel quite strongly about",0.3,19,10,11,20,17,19,"None","None",15,12,5,15,7,6,0,8,1,20,0,13,16,4,6,3,0,0,0,7,5,7,7,7,7,"Female",29.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NN16 9DW ",3,"absent","es-global"
"980",994,11527176913,257594245,"04/22/2020 01:44:53 PM","04/22/2020 01:51:33 PM","56dcbfb12ab7ff000cbabc49",0.333333333333333,0.5,0.166666666666667,"es-local","C",16,19,5,"Restoring the rainforest will affect us all its not an option for the planet",0.5,19,14,13,12,1,19,"I know that this planet depends on the survival of the rainforest","None",17,12,10,19,3,3,19,19,19,19,1,17,14,1,1,0,0,0,0,1,5,5,5,5,5,"Female",59.5,"White or Caucasian","0","Undergraduate degree","KA3 2NT",6,"absent","es-local"
"981",995,11527176698,257594245,"04/22/2020 01:44:40 PM","04/22/2020 01:50:04 PM","5bd44abb25db7b00017930c0",0.666666666666667,0.25,0.0833333333333333,"biodiversity","A",15,20,50,"I am passionate about conservation work",1,12,14,14,13,11,14,"none","none",11,11,10,11,9,11,15,19,12,20,5,14,12,3,4,4,0,0,0,5,6,7,5,5,5,"Male",39.5,"White or Caucasian","0","Undergraduate degree","GU21 2QZ",9,"absent","biodiversity"
"982",996,11527176557,257594245,"04/22/2020 01:44:41 PM","04/22/2020 01:54:54 PM","5e2c86f4d747d92ad0120813",0.5,0.333333333333333,0.166666666666667,"biodiversity_nudge","B",17,20,100,"I care about the rainforest and its habitants. ",1,17,10,11,15,5,8,"Yes, from articles and news. ","None",20,13,300,15,7,6,3,5,8,14,0,17,14,14,9,3,0,4,0,5,6,6,5,6,5,"Female",29.5,"White or Caucasian","0","Undergraduate degree","KY62EX ",4,"present","biodiversity"
"983",997,11527176454,257594245,"04/22/2020 01:42:35 PM","04/22/2020 01:58:32 PM","5e9ebfcf02c3d3000a940963",0.5,0.25,0.25,"es-local","C",20,20,50,"Protect the wildlife and the environment.",1,18,10,14,20,15,14,"Knowledge of deforestation and the sheer amount of forests being destroyed every minute.  The number of species becoming extinct ","None",17,17,20,14,3,1,7,13,9,13,20,20,18,0,0,0,1,0,0,4,5,4,5,6,6,"Female",21,"White or Caucasian","0","Undergraduate degree","OX18 1HJ",9,"absent","es-local"
"984",998,11527176143,257594245,"04/22/2020 01:44:37 PM","04/22/2020 01:48:18 PM","5e4db2cb24196520439e4776",0.25,0.633333333333333,0.116666666666667,"es-local_nudge","D",15,17,10,"Good cause ",0.5,7,4,13,12,12,12,"None","Detailed allocation ",13,13,5,5,7,13,13,7,11,16,6,13,15,7,6,7,0,0,0,2,2,6,6,4,6,"Male",29.5,"White or Caucasian","0","Undergraduate degree","BT679NW",5,"present","es-local"
"986",1000,11527175848,257594245,"04/22/2020 01:44:17 PM","04/22/2020 01:51:08 PM","5b1a60332767e20001e4f69b",0.333333333333333,0.5,0.166666666666667,"es-global_nudge","F",15,15,10,"It's only a small amount but it all helps",0.2,15,0,2,10,0,14,"None","None",20,10,10,19,0,7,19,19,5,19,1,20,15,2,1,4,0,0,0,1,6,6,6,6,6,"Female",39.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","PE6 8SX",9,"present","es-global"
"987",1001,11527175555,257594245,"04/22/2020 01:44:11 PM","04/22/2020 01:53:25 PM","5daedfcfaebbbb0017ff84af",0.5,0.25,0.25,"biodiversity","A",17,20,10,"Saving animal species that are at risk of extinction is very important at a time when vulnerable species are regularly disappearing. It's good for humans to have these animals (mental health), and good for the environment too.   Restoring the rainforest itself would have many benefits for both ourselves and the animals.",1,17,16,19,19,13,12,"Knowledge about climate change and the importance of trees.","None",19,16,20,10,3,0,0,5,0,8,3,7,16,0,6,2,0,0,0,4,5,5,7,6,4,"Female",29.5,"White or Caucasian","0","Undergraduate degree","DE1 3HW",3,"absent","biodiversity"
"988",1002,11527175345,257594245,"04/22/2020 01:44:19 PM","04/22/2020 02:00:25 PM","5d6e98aecfb3800017bd7f87",0.666666666666667,0.333333333333333,0,"es-local_nudge","D",17,20,50,"It’s a cause I feel strongly about and that there would be a wider benefit to supporting them e.g decrease in world pollution levels, increased biodiversity",1,20,10,20,15,10,13,"None ","How work is being done to support the campaign, and where any donations will be allocated ",14,11,5,11,0,0,10,0,8,0,12,20,20,0,0,0,0,0,0,5,4,4,6,6,6,"Female",29.5,"White or Caucasian","0","Higher degree","SY23 3QR",9,"present","es-local"
"989",1003,11527175246,257594245,"04/22/2020 01:44:14 PM","04/22/2020 01:51:06 PM","5d6ec011b0077300177095e9",0.5,0.333333333333333,0.166666666666667,"es-global","E",17,17,10,"I would donate a little as it seems a worthy cause but there are more out there closer to home for me",0.1,20,18,17,0,17,14,"none","It could have been worded a little simpler",19,19,10,18,0,0,13,16,11,13,14,20,16,4,5,1,2,2,0,6,7,6,5,5,6,"Female",29.5,"White or Caucasian","0","Undergraduate degree","DN10 6PX",6,"absent","es-global"
"990",1004,11527175074,257594245,"04/22/2020 01:42:49 PM","04/22/2020 01:54:21 PM","5d55029618ca41001c7c3583",0.666666666666667,0.25,0.0833333333333333,"es-global","E",16,15,5,"I like to support wildlife charities and especially those that help animals who’s homes have been damaged by humans. However I am struggling financially because of covid so the monies I can offer are small currently. ",0.1,11,10,7,12,10,10,"None ","Who was responsible for the logging and what other animals lived there ",14,11,2,14,6,5,15,14,13,13,5,15,11,2,3,3,0,0,0,2,2,6,6,6,4,"Female",29.5,"White or Caucasian","0","Higher degree","TW1 4BH",10,"absent","es-global"
"991",1005,11527174457,257594245,"04/22/2020 01:42:27 PM","04/22/2020 01:54:15 PM","5e276acdf0b71e9a76bb04c5",0.333333333333333,0.5,0.166666666666667,"biodiversity_nudge","B",15,17,10,"If I have enough money, I would gladly donate because I find it unfair for animals to lose their homes ",0.7,18,13,13,17,14,8,"None","I do not know who the organisation is and that is an important detail missed. I need to know if the organisation is reliable and they will be using the funds properly",14,13,10,15,5,9,11,8,6,13,16,14,14,4,4,2,0,0,0,2,5,2,5,4,4,"Female",21,"Asian or Asian British","0","Undergraduate degree","NG7 2JG",6,"present","biodiversity"
"992",1006,11527174202,257594245,"04/22/2020 01:43:45 PM","04/22/2020 01:54:35 PM","5dfb6c4d19232d899d182cda",0.333333333333333,0.25,0.416666666666667,"es-global","E",15,18,50,"Animals",0.5,12,0,0,16,14,7,"None","Before donating the money I would have investigated further.",17,13,5,8,11,8,20,19,11,18,13,20,9,5,4,2,0,0,0,3,6,5,5,5,6,"Female",49.5,"White or Caucasian","0","Undergraduate degree","LE193FB ",8,"absent","es-global"
"993",1007,11527174030,257594245,"04/22/2020 01:43:43 PM","04/22/2020 01:51:26 PM","5c72e546bec5f9000105450b",0.2,0.4,0.4,"es-local","C",17,20,5,"Because it’s a good cause and something which will have huge benefits ",1,12,12,14,20,15,15,"None ","None ",14,15,5,14,7,15,15,13,5,15,17,20,17,3,0,0,2,0,0,5,5,1,7,5,5,"Male",29.5,"White or Caucasian","0","Undergraduate degree","B75 5UG",9,"absent","es-local"
"994",1008,11527174010,257594245,"04/22/2020 01:43:38 PM","04/22/2020 01:50:39 PM","5a4ce99f5f74170001e0ff1a",0.166666666666667,0.666666666666667,0.166666666666667,"es-global","E",10,10,50,"Not UK based",0.2,10,10,10,17,5,14,"none","none",10,11,50,10,10,9,14,14,15,13,10,10,10,10,10,10,0,0,0,3,6,3,2,3,2,"Female",29.5,"White or Caucasian","0","Undergraduate degree","BN17 5PF",3,"absent","es-global"
"995",1009,11527173825,257594245,"04/22/2020 01:42:47 PM","04/22/2020 01:50:44 PM","56c5bdd39b7203000b7b0297",0.333333333333333,0.333333333333333,0.333333333333333,"es-local","C",10,13,10,"Didn't know about it",0.2,13,14,14,8,13,12,"None","None",13,16,20,14,6,7,3,8,4,10,3,14,15,15,8,10,2,2,1,5,5,5,5,5,5,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","LD3 9UB",3,"absent","es-local"
"996",1010,11527173782,257594245,"04/22/2020 01:43:44 PM","04/22/2020 01:49:45 PM","570d45dc42a1db000ec4d1ce",0.833333333333333,0.166666666666667,0,"biodiversity_nudge","B",20,20,20,"I would like to help this cause but do not have a large amount of disposable income just now",1,20,16,14,15,7,19,"None","None",16,12,5,13,0,3,3,4,3,7,1,16,13,5,5,3,0,0,0,2,2,6,7,5,6,"Female",29.5,"White or Caucasian","0","Undergraduate degree","BA3 3FQ",9,"present","biodiversity"
"997",1011,11527173769,257594245,"04/22/2020 01:43:27 PM","04/22/2020 01:51:51 PM","5e8c56c79d7306046dea47eb",0.166666666666667,0.5,0.333333333333333,"es-global_nudge","F",11,11,10,"I donated as I am particularly fond of monkeys. However, I did not donate too much as it did not affect me greatly.",0.2,12,0,7,19,1,14,"None","How the conservation efforts would be realised.",17,11,7,1,7,4,12,12,5,3,19,14,9,0,0,0,0,0,0,3,6,3,6,3,2,"Male",29.5,"White or Caucasian","0","Undergraduate degree","SW2 2PF",2,"present","es-global"
"998",1012,11527173716,257594245,"04/22/2020 01:41:11 PM","04/22/2020 02:24:16 PM","5c3ef07efca00700019311ec",0.4,0.4,0.2,"es-global_nudge","F",16,20,5,"Seems like a good cause",0.2,17,7,7,7,8,1,"none","Statistics of deforestation",18,13,5,20,13,20,16,20,14,19,3,17,14,2,0,0,0,0,0,2,6,5,5,6,7,"Male",29.5,"White or Caucasian","0","Undergraduate degree","DA15AT",6,"present","es-global"
"999",1014,11527173365,257594245,"04/22/2020 01:43:12 PM","04/22/2020 01:55:58 PM","5e7f27b474b92300086a7753",0.333333333333333,0.666666666666667,0,"es-local","C",15,16,0,"I did not donate, i have personal chosen charities I support ",0.1,10,10,8,6,5,6,"None ","O understand they are trying to rebuild it however it was a managed forrest, if it is now left that means another one will be used instead ",10,10,3,5,10,16,15,18,12,17,9,13,7,14,14,14,0,0,0,6,4,4,6,4,6,"Male",29.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NN188LJ",6,"absent","es-local"
"1000",1015,11527173360,257594245,"04/22/2020 01:43:44 PM","04/22/2020 01:50:56 PM","5d239684f8c1a600190c2988",0,1,0,"biodiversity_nudge","B",1,16,0,"Charity starts at home, we need to solve our own countries problems before investing in others.",0,3,0,0,20,1,0,"no campaigns ever state how they will spend the money","none",0,1,0,0,20,20,1,6,20,16,20,15,0,7,6,13,2,0,0,5,6,6,7,6,6,"Female",39.5,"White or Caucasian","0","Undergraduate degree","KY76RD",3,"present","biodiversity"
"1001",1016,11527173347,257594245,"04/22/2020 01:43:46 PM","04/22/2020 01:51:14 PM","5c9e30b8ea972700173b58e2",0.5,0.333333333333333,0.166666666666667,"es-global_nudge","F",20,20,5,"I do not have a lot of disposable income. I would also need more information about the company doing this and exactly how much money donated goes to the actual cause.",0.5,15,3,0,10,10,4,"None","The name of the charity. Some indication of how much money is used to do what",11,10,5,10,14,7,16,14,6,17,0,8,10,0,3,0,0,0,0,6,3,1,6,3,1,"Female",21,"White or Caucasian","0","Undergraduate degree","LL55 3EU",4,"present","es-global"
"1002",1017,11527173098,257594245,"04/22/2020 01:43:29 PM","04/22/2020 01:49:49 PM","5c7fd1dc4820c40017f8bf0e",0.166666666666667,0.5,0.333333333333333,"biodiversity","A",13,13,200,"Bevause I do not like to see animals becoming extinct especially due to their habitats getting destroyed. ",0.5,16,8,3,15,12,14,"None","None",17,15,500,13,1,7,20,14,10,14,0,14,15,5,6,0,0,0,0,4,6,6,7,6,2,"Female",21,"White or Caucasian","0","A-level or equivalent including vocational equivalents","CO30AX",6,"absent","biodiversity"
